image,mask
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju772304yw5t0818vbw8kkjf.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju772304yw5t0818vbw8kkjf.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1ffnjn6ctm08015perkg37.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1ffnjn6ctm08015perkg37.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2sevf53lkx08558h5bpaig.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2sevf53lkx08558h5bpaig.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2lyynuymli0855g7fxgbhe.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2lyynuymli0855g7fxgbhe.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju88cddensj00987788yotmg.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju88cddensj00987788yotmg.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8402x1kcy70801t6kz6bdi.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8402x1kcy70801t6kz6bdi.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1hs0za7jha0855vj0mdrjt.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1hs0za7jha0855vj0mdrjt.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3521y5d5mq0878t3ezsu4p.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3521y5d5mq0878t3ezsu4p.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju17g6ykn1cs0993dww6qdi8.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju17g6ykn1cs0993dww6qdi8.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2hjrqcvi2j0801bx1i6gxg.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2hjrqcvi2j0801bx1i6gxg.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju43gfosm63n08714rpih8pe.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju43gfosm63n08714rpih8pe.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7evxt12m730987rxivne3x.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7evxt12m730987rxivne3x.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju45qbf3n9sa0987oonbkly9.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju45qbf3n9sa0987oonbkly9.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cjyzkpsbjdsjq07211dfi4sru.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cjyzkpsbjdsjq07211dfi4sru.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju83h9ysjwe808716nt35oah.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju83h9ysjwe808716nt35oah.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1fuoa4wmc50835qfd11sp9.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1fuoa4wmc50835qfd11sp9.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1haab178i70799tk9z8y8x.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1haab178i70799tk9z8y8x.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju784jpdzeae0987q5ypq883.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju784jpdzeae0987q5ypq883.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7ezs7g2mxm098787atbran.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7ezs7g2mxm098787atbran.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6yywx1whbb0871ksgfgf9f.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6yywx1whbb0871ksgfgf9f.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1fj6axwfp30835ukhuzhw9.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1fj6axwfp30835ukhuzhw9.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2zkpdl9h7t0799ix60teqg.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2zkpdl9h7t0799ix60teqg.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7es23b2vcp0755gpbm9s7v.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7es23b2vcp0755gpbm9s7v.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2zy1e49pqk0878t6ncqn12.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2zy1e49pqk0878t6ncqn12.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju45v0pungu40871acnwtmu5.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju45v0pungu40871acnwtmu5.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2ysg748ru80878sp6j0gm0.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2ysg748ru80878sp6j0gm0.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2qn2fzs1vy0988l243cvzy.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2qn2fzs1vy0988l243cvzy.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1cu1u2474n0878tt7v4tdr.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1cu1u2474n0878tt7v4tdr.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju43kj2pm34f0850l28ahpni.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju43kj2pm34f0850l28ahpni.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3ttznuftyf09875t11850w.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3ttznuftyf09875t11850w.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6wt9jvvn500871hjn3t3g0.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6wt9jvvn500871hjn3t3g0.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2p91qir00k08350ddfif0w.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2p91qir00k08350ddfif0w.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8bw697rwg308177tg8huas.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8bw697rwg308177tg8huas.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju85bf1algsq0871y9gtlq97.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju85bf1algsq0871y9gtlq97.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju42nm68lpyo0818xvvqmupq.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju42nm68lpyo0818xvvqmupq.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2rn0hasxri0835nfy3buay.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2rn0hasxri0835nfy3buay.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju76o55nymqd0871h31sph9w.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju76o55nymqd0871h31sph9w.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8bbznkrf5g0871jncffynk.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8bbznkrf5g0871jncffynk.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5y84q3mdv50817eyp82xf3.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5y84q3mdv50817eyp82xf3.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8c6hnxsdvr0801wn0vrsa6.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8c6hnxsdvr0801wn0vrsa6.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5hqz50e7o90850e0prlpa0.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5hqz50e7o90850e0prlpa0.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5yjq1pmlgc0801z0t24bly.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5yjq1pmlgc0801z0t24bly.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8alhigqn2h0801zksudldd.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8alhigqn2h0801zksudldd.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7frtqu2xa20818wq8r9fzf.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7frtqu2xa20818wq8r9fzf.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5yimthmlv80850zhoc90c2.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5yimthmlv80850zhoc90c2.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5woy82m07m08505dmjg7g1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5woy82m07m08505dmjg7g1.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju18kevfrojc0835bn90f1in.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju18kevfrojc0835bn90f1in.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7do8c72dbo0801vxfzxdc4.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7do8c72dbo0801vxfzxdc4.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1c3218411b08014g9f6gig.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1c3218411b08014g9f6gig.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju888fr7nveu0818r9uwtiit.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju888fr7nveu0818r9uwtiit.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8dm2cau2km0818jsv9eeq2.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8dm2cau2km0818jsv9eeq2.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1cj3f0qi5n0993ut8f49rj.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1cj3f0qi5n0993ut8f49rj.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5cetivauok0987ok3e5bre.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5cetivauok0987ok3e5bre.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1brhsj3rls0855a1vgdlen.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1brhsj3rls0855a1vgdlen.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8bi8q7rlmn0871abc5ch8k.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8bi8q7rlmn0871abc5ch8k.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju33jon3ygbj0993pu22a4k6.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju33jon3ygbj0993pu22a4k6.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6v3bb2v7xo085090blubyw.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6v3bb2v7xo085090blubyw.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju32jcdabepz0878d0cznmfe.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju32jcdabepz0878d0cznmfe.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3xtufwiv9c0818djsc4cqd.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3xtufwiv9c0818djsc4cqd.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cjyzlw7f9faqr070129au64sq.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cjyzlw7f9faqr070129au64sq.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1d96gsv62d09881b3wecw2.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1d96gsv62d09881b3wecw2.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7csvlb22fr0850lvm45n3x.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7csvlb22fr0850lvm45n3x.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1djtprvd7b0988thwwrg09.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1djtprvd7b0988thwwrg09.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1cyjb5qtie0993njqne9m3.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1cyjb5qtie0993njqne9m3.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju32l161bi1v07990vm376in.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju32l161bi1v07990vm376in.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2uy8ox62jo0801g88hh42z.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2uy8ox62jo0801g88hh42z.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2pmhtr17a00855cvpelzb0.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2pmhtr17a00855cvpelzb0.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5udcufki0s09874ll1dbr5.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5udcufki0s09874ll1dbr5.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2oq5570avm079959o20op1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2oq5570avm079959o20op1.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5bwhapakm90987c1v4z46a.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5bwhapakm90987c1v4z46a.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5x15djm7ae0755h8czf6nt.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5x15djm7ae0755h8czf6nt.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2ricdv2iys0878sv1adh0u.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2ricdv2iys0878sv1adh0u.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1expq45zst0855rjqwwj4m.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1expq45zst0855rjqwwj4m.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8a84g0q76m0818hwiggkod.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8a84g0q76m0818hwiggkod.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1cqc7n4gpy0855jt246k68.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1cqc7n4gpy0855jt246k68.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2hlm19vjjf0801o69qnber.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2hlm19vjjf0801o69qnber.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2srvy5440s0801y1ba9akr.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2srvy5440s0801y1ba9akr.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju77afzlz3kp07550x5nafzs.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju77afzlz3kp07550x5nafzs.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju16jgnyzp970878melv7r25.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju16jgnyzp970878melv7r25.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8bssulrrcy0987h1vq5060.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8bssulrrcy0987h1vq5060.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2htabevq9108015qjei0x7.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2htabevq9108015qjei0x7.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2i3hzclw3o0988rrgh911i.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2i3hzclw3o0988rrgh911i.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju17v6ih0u7808783zcbg1jy.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju17v6ih0u7808783zcbg1jy.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju30u1hbakn808019g15nb8b.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju30u1hbakn808019g15nb8b.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7druhp2gp308715i6km7be.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7druhp2gp308715i6km7be.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju43jcqim2cp08172dvjvyui.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju43jcqim2cp08172dvjvyui.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7bduyq1rjf08719giru9ho.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7bduyq1rjf08719giru9ho.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3u39fog1bo0871lxjrabks.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3u39fog1bo0871lxjrabks.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8b2rmgr52s0801p54eyflx.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8b2rmgr52s0801p54eyflx.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7fob3x301u0755x985pmmq.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7fob3x301u0755x985pmmq.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju8c5zcbsdfz0801o5t6jag1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju8c5zcbsdfz0801o5t6jag1.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju353d1eda8c07992afde611.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju353d1eda8c07992afde611.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7f4sc62xqj075597xpmuoy.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7f4sc62xqj075597xpmuoy.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2zdvjn9h7r08553cp4eed5.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2zdvjn9h7r08553cp4eed5.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju785htizjzo08017tvlhtg4.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju785htizjzo08017tvlhtg4.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1efbr0rqxz09931z0lf4vf.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1efbr0rqxz09931z0lf4vf.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju88vx2uoocy075531lc63n3.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju88vx2uoocy075531lc63n3.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju0sxqiclckk08551ycbwhno.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju0sxqiclckk08551ycbwhno.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7aez2x1jtj0871ztezs3oi.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7aez2x1jtj0871ztezs3oi.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2y8s56ymqr083541ggdsml.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2y8s56ymqr083541ggdsml.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju0s2a9ekvms080138tjjpxr.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju0s2a9ekvms080138tjjpxr.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6wn57mvooj0850rp78hhy7.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6wn57mvooj0850rp78hhy7.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2y40d8ulqo0993q0adtgtb.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2y40d8ulqo0993q0adtgtb.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju17x0j4nfc10993y31pvlgs.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju17x0j4nfc10993y31pvlgs.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju85qefyln6v0850szeb9byi.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju85qefyln6v0850szeb9byi.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju34ds2531520988qjpqt6e3.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju34ds2531520988qjpqt6e3.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5yeqiwmkgl0801fzv2douc.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5yeqiwmkgl0801fzv2douc.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju30df2j09dd08351ayx2t6w.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju30df2j09dd08351ayx2t6w.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2lberzkdzm09938cl40pog.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2lberzkdzm09938cl40pog.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju16b6ynq8e40988m8vx0xnj.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju16b6ynq8e40988m8vx0xnj.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2rz4k434s70855wwx3ddtx.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2rz4k434s70855wwx3ddtx.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5kre09fhka0850h7b1898j.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5kre09fhka0850h7b1898j.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju6wll7wvo3y08502pagos8m.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju6wll7wvo3y08502pagos8m.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7f6cqy2ur20818t1saazbm.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7f6cqy2ur20818t1saazbm.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju34fojcctcf0799ebolbvkn.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju34fojcctcf0799ebolbvkn.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2zi4l09f5807991s8do2b2.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2zi4l09f5807991s8do2b2.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju40u30gkuzc0871rq7t666d.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju40u30gkuzc0871rq7t666d.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju3y79ofj3va0871uqfb1mzo.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju3y79ofj3va0871uqfb1mzo.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju2r7h21sj9608354gzks3ae.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju2r7h21sj9608354gzks3ae.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju1cbokpuiw70988j4lq1fpi.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju1cbokpuiw70988j4lq1fpi.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7f900s2o0k08175gl1giid.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7f900s2o0k08175gl1giid.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5cjh3xattc0817j2vbulzi.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5cjh3xattc0817j2vbulzi.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju34ymm8d6700799uop0cw33.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju34ymm8d6700799uop0cw33.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7dn24o296i09871qfxb8s2.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7dn24o296i09871qfxb8s2.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju7d9seq29zd0871nzl2uu5m.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju7d9seq29zd0871nzl2uu5m.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju5eq8c8ck690850vix98hv3.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju5eq8c8ck690850vix98hv3.jpg
/vinbrain/huyta/data/POLYPS/Kvasir-SEG/images/cju88l66no10s0850rsda7ej1.jpg,/vinbrain/huyta/data/POLYPS/Kvasir-SEG/masks/cju88l66no10s0850rsda7ej1.jpg
